﻿VERISK ANALYTICS INC,"Good Stable Company that is slow to catch up and does such with just OK compensation.",4.0,4.0,4.0,4.0,2.0,4.0,Jersey City  NJ, Senior Business Analyst,Current Employee ,2015-03-02,More than 5 years,#1 Pay is just below-average at best  especially for a company doing pretty well. No stock/profit sharing. Lateral moves are common at times. Decent turnover from low pay.,Work life balance  nice co-workers and managers. Comfortable work environment. Company is trying to make changes lately for the better. Education re-imbursement. Covers cost of certifications. Free fruit  coffee  tea.,In my 6-7yrs here  ive seen much turnover. The #1 cause was due to low pay. Some people leave the company  and come back  just to up their salary. This wastes company time and resources. If you want to retain talented hard workers  pay them accordingly. If profit sharing was brought back  at least that would compensate some.,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"Descent job but below average pay",3.0,3.0,4.0,3.0,2.0,2.0,San Diego  CA, Field Representative,Current Employee ,2015-02-25,More than a year,Low pay is on the top of the list. Many people work for other companies doing the same thing and make 30-50% more.,The company has a good culture and the people are nice.,The company has low pay based on job description. Other companies pay more and turnover would be lower if pay was more competitive.,None,1,4,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"Verisk Review",4.0,4.0,4.0,3.0,1.0,4.0,Jersey City  NJ, Actuary,Current Employee ,2015-02-09,,None,Smart People.Easy to find people to make friends with.Great continuing education support.Flex Hours; not often working much more than 40 hour weeks.Easy to access via public trans.Recent push to modernizing company; social media  employee benefits  etc.. but still lacking.,Modernize the office.Increase compensation and/or benefits.Consider being more progressive/innovative to support changing work force: aging baby boomers  more working mothers  4 day work weeks  flexibility to work from home  etc...,1,0,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"Overall  I've had a positive experience working at ISO/Verisk.",4.0,5.0,4.0,3.0,4.0,3.0,Jersey City  NJ, Business Analyst,Current Employee ,2015-02-05,More than 5 years,- I've seen a rush to 'innovate' without testing resulting in angry customers begging for the old way- Not much transparency from upper management- Raises were very low last year  lower than the year before.- Always reorganizing,- Flexible hours- The option to work from home during bad weather- Great co-workers- Paid internship programs - I worked for 3 summers in college at Verisk before joining full time.- Good benefits.- Opportunities to move internally,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"Lack of Leadership",2.0,3.0,2.0,2.0,2.0,2.0,Jersey City  NJ, Information Technology,Current Employee ,2015-01-29,,Lack of Strategy or future goals shared with staffCulture change is moving at a snails paceDiffering agendas between leaders making progress almost impossibleGetting it done fast instead of with quality is promoted.,People are friendlyflexible working hours,Shake it up! Work together. Come up with a plan  communicate it to get buy in  get the buy in  work towards success.,None,0,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"Great team to work for but heard horror stories from others",3.0,5.0,3.0,2.0,3.0,3.0,Jersey City  NJ, Business Analyst,Current Employee ,2015-01-14,More than 3 years,- low pay- low yearly raise- no stock sharing- no upward mobility - everyone promoted is from outside the organization- staggered management - some of the bosses were located in SF and rarely came to the JC office,- manger was good- quickly gained responsibility- exposure to customers- gained technical knowledge- paid training/education,Promote within and you will retain top talent. Also offer raises instead of forcing employee to have to leave in order to receive a descent raise.,1,0,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"verisk",1.0,3.0,2.0,2.0,3.0,2.0,Tampa  FL, Coder,Current Employee ,2015-02-05,,very poor training and mentoring.,Very good benefits if you make it,To look at and revise the training and mentors. put the right people in the position to encourage new hires. Use people that are knowledgeable and are able to access areas of weakness to help new employees.Work with the people you hire.,None,0,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"Tunnel Vision",2.0,1.0,1.0,1.0,2.0,1.0,Jersey City  NJ, Lead Sourcing Manager,Former Employee ,2014-07-28,Less than a year,Manager lacked the acumen to perform his job; no leadership skills. Antiquated view of industry procedures. No departmental policy or procedures. Manager made personal knee jerk reactions to demand management.,Average compensation  average benefits.,Have pride in your company. Adapt the culture of a Public Company  you are no longer a non-for profit private company. Poor leadership  company values are not publicized  addressed or adhered to. No transparency for honesty.,None,-1,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"This place can really shape your career",3.0,5.0,3.0,3.0,3.0,3.0,Jersey City  NJ, Anonymous Employee,Former Employee ,2014-07-10,More than 3 years,Micro management if you have the wrong managerSome pettiness based on who likes who,Great environmentFriendly employeesGreat payGreat location,When you have more than one complaint on said employee  there's usually a reason. Take heed.,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"I worked for this company for 27 years.",3.0,2.0,4.0,3.0,4.0,3.0,Summerville  SC, Field Representative,Former Employee ,2014-05-06,More than 10 years,Work loads can be impossible. I retired early because of the travel demands.,Management leaves you alone  if you do a good job. But  you have to work hard to keep up. I worked as a field rating rep. Sometimes the work load was stressful. I don't recommend field work for slackers. You'll never make it. Average salaries  but good benefits.,It's pretty much a waste of time to talk to management! They don't care what you think.,1,1,10,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P7.htm,
﻿VERISK ANALYTICS INC,"Low stress  decent pay  good people",5.0,5.0,5.0,5.0,4.0,4.0,Jersey City  NJ, Business Analyst,Current Employee ,2014-04-21,More than 5 years,The salaries are generally relatively low compared to similar jobs at other companies. Many employees see this as a fair trade-off for the benefits i mentioned above. Also  the company is changing now that it is publicly traded. There's more pressure for increased revenue. This may gradually have an adverse effect on the happy  low-stress environment.,Great work/life balance. Very ideal for someone raising a family. The culture is generally very friendly and supportive. Many people stay at this company for a long time.,None,1,0,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Steady  stable employment  great people to work with and outside activities such as bowling and softball",4.0,4.0,3.0,3.0,4.0,3.0,Jersey City  NJ, Sales Consultant,Current Employee ,2014-01-12,More than 10 years,Not enough focus on innovation and new product development  but this is changing in my area,Flextime  raises and bonuses  recently started to focus on opportunities to innovate,Set up units of staff to only work on new product development with support from senior management or growth will begin to stagnate. Grant stock options to staff other than Assistant vice presidents and higher if they contribute significantly to revenue growth,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Use to be a good company  until they started hiring new management",1.0,1.0,1.0,1.0,1.0,1.0,Jersey City  NJ, Analyst,Current Employee ,2014-01-25,More than 10 years,Management is horrible and only there to one of two reason: To get vested in the stock options 6 years and to insult and belittle anyone and everyone.HR is horrible and will only ignore your problems  even if you are bullied or harassed.,There is nothing good left to say about this Verisk.,Stop hiring people who have not had jobs in years as directors and anyone who abuses/bullies their employees.,None,-1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Overrated company!!!",2.0,3.0,3.0,2.0,3.0,1.0,Jersey City  NJ, Senior Account Executive,Current Employee ,2013-10-01,More than 8 years,Weak senior management. Monopolistic approach will soon have multiple competitors and their revenues will decrease drastically. 15% mandatory annual increases in client billing will not last in the marketplace.,Owns a monopoly in the industry. Sales reps are order takers on the Rules  Rates and Forms side of the business. Easy sales. Great commissions.,Be very concerned about your future. Your sales management team has never sold anything.,None,-1,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Senior Management",5.0,5.0,5.0,5.0,5.0,5.0,Jersey City  NJ, Upper Senior Management,Former Employee ,2013-09-04,More than 10 years,No work from home policy,Great benefits. Good chance for advancment. Very supportive.,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Once you're in  you'll look to get out.",2.0,4.0,3.0,1.0,2.0,3.0,Jersey City  NJ, Analyst,Current Employee ,2013-03-15,More than 10 years,None,Convenient flex-time  if you're in the right department otherwise  it'll be frowned upon  and in most cases held against you when it comes to review time...even though it's permitted per the employee covenants.- Relatively okay place to work if you're looking for work-life balance; but not much else.,None,None,None,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Great company to work for if goal is long term employment",5.0,5.0,5.0,5.0,5.0,4.0,Jersey City  NJ, Prooduct Manager,Current Employee ,2012-12-17,More than 3 years,Location of headquarters in Jersey City means high cost of living and extensive commute times for majority of employees.,Great working environment so employees can have a good work/life balance  excellent business model for long term sustainability and growth which assures job stability,Encourage work from home opportunities.,1,1,3,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Beware of working for the Crowe Paradis Services - Don't do it",1.0,3.0,1.0,1.0,3.0,1.0,North Reading  MA, Finance,Current Employee ,2013-01-03,More than 3 years,None,If you kiss up enough  you'll have a job for life   the pay is good  they feed us a lot with catered lunches and other themes during the summer  like italian ice day  flex summer hours   dress code not enforced  you can wear jeans,Work with your employees rather than focusing on managing them. You will get much more cooperation  productivity  and satisfied employees with honey than with vinegar. Verisk should take a more direct approach in managing Crowe Paradis Services Corporation by looking at management policies   practices and productivity.,None,-1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Great company - Not so great pay",4.0,3.0,2.0,2.0,3.0,3.0,Jersey City  NJ, Director,Current Employee ,2012-10-09,More than 3 years,No room for career advancement - seems like people who come to work here end up retiring within their current roles.,Big company  and we keep getting bigger - hopefully  there will be opportunities for career advancement in the future.,None,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Interesting work with great support",4.0,5.0,3.0,4.0,3.0,5.0,Waltham  MA, Business Analyst,Current Employee ,2012-09-18,More than a year,Some divisions are short-staffed  so employees often take on additional responsibilities without a consequent raise/promotion.,Many opportunities to work in fast growing industries  like healthcare. Managers are very supportive of personal and professional development.,Work on aligning pay more closely with roles and responsibilities.,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P8.htm,
﻿VERISK ANALYTICS INC,"Laid back stable company",4.0,4.0,3.0,4.0,3.0,3.0,Jersey City  NJ, Analyst,Current Employee ,2012-06-20,More than 5 years,mediocre... I mean median salaryOutdated technologyStuck in old waysNo more stock optionNot exactly forward lookingPromotions are typically lateral moves,Not a stressful environmentStable workWell known company within the insurance fieldPays for full school  exam  certification,None,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"Good place to work .",4.0,4.5,,4.0,3.5,4.0,Waltham  MA, Anonymous Employee,Former Employee ,2012-05-03,,Roles and contributions not always recognized by entire company. Certain product and process challenges often overlooked by focusing on next big thing.,Open employee culture. Evolving products and services provide new challenges. Wide range of employee expertise. Part of a growing company.,Need to pay some attention to employee progression at all levels. Ensure that job descriptions and actual work performed are in sync.,1,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"Great people  stable company  enjoyed working there",5.0,5.0,,4.0,3.5,5.0,Jersey City  NJ, Anonymous Employee,Former Employee ,2012-03-12,,Depending on where you are in the enterprise the hierarchy can be quite flat as it should be. This can lead to frustration for managers of “A players” as advancement opportunities can be limited. This is a common issue  a leadership development program might help.,None,Keep up the good work  keep in touch with employee sentiment. Consider 360 degree reviews to gain a better picture.,1,None,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"Under new leadership: Now an exciting  fair  and friendly environment where one with talent and drive can flourish.",4.0,4.0,,3.5,3.5,4.0,South Jordan  UT, Anonymous Employee,Current Employee ,2012-02-21,,Work / Life balance for some is difficult to find  especially in the IT area. With the entry of a new President late 2011  there is greater focus and it is definitely less chaotic.,None,None,1,None,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"Strong company  limited career potential",2.0,1.5,,2.5,2.0,2.0,Jersey City  NJ, Management,Current Employee ,2011-12-12,,Advancement to management and senior management is very difficult  silos are encouraged  moving among divisions and/or subsidiaries nearly unheard of. Many promotions leave you scratching your head  management by intimidation rewarded. Absolutely no ability to work from home despite VDI environment. Management does not trust employees.,New York City area location  nice co-workers  good training programs for actuarial and/or IT staff  401K  stock match  good holiday schedule -- see also ISO reviews.,Staff survey of management last done over 10 years ago might help management improve style and understanding of staff concerns. 360 reviews should be encouraged and not punitive.,None,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"Horrible Place To Work",1.0,3.5,,1.0,2.0,3.0,Jersey City  NJ, Senior Insurance Analyst,Current Employee ,2011-12-19,,Horrible salary increasesSalary below averageMiddle Management show no leadershipPromotions are political and not based on meritNo opportunity for career advancement,The corporate office is close to NYC,Consider promoting employees based on technical and interpersonal skills.,None,None,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"Nurses Beware",2.0,1.0,,2.0,4.0,2.0,North Reading  MA, Senior Medical Analyst,Current Employee ,2011-10-14,,Managers/Administration are heavy handed/micro managers. Policies change frequently so it is hard to know what to expect. There are conditions on use of vacation time use. Management style creates an unnecessary high tension atmosphere-there is too much drauma in the work place due to management style.,Pay and benefits are good. It is a work at home job. Quarterly bonus' are a plus.,Work with your employees rather than focusing on managing them. You will get much more cooperation  productivity  and satisfied employees with honey than with vinegar. Verisk should take a more direct approach in managing Crowe Paradis Services Corporation by looking at management policies and practices.,None,None,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"good experience",3.0,3.0,,3.0,3.0,3.0,Waltham  MA, Analyst,Current Employee ,2011-06-13,,politics  rapid growth  too many changes in leadership  lack of growth after reaching mid-senior level. not competitive salary copared to the market.,good ppl  good learning but after a while  there is no growth,Look for organic growth rather than hiring external people.,None,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"I like my job; but it's ashame that new people come in making more and doing less...",3.0,3.5,,3.0,2.5,1.5,Jersey City  NJ, Anonymous Employee,Current Employee ,2011-03-07,,People are not fairly compensated. I've put in years at this company and started at the bottom. I realize the length of time at a company does not dictate your salary  but if you are doing all the right things to as far as personal/professional development  you should be paid accordingly. It's discouraging when new people come in and make more than someone who has been on the job for 15+ years.,The comraderie at Verisk is a major plus. When you like what you do and the people are nice it makes coming to work a whole lot easier.,Make sure you take of the people financially that have been committed to making/taking Verisk where it is today. This company did not make it this far without the loyal  dedicated and professional employees who have been in the blood  sweat and tears though all the transitions this organization has gone through.,None,None,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"Overall just OK",2.0,3.0,,2.0,3.5,1.0,Jersey City  NJ, Anonymous Employee,Current Employee ,2011-02-16,,Not much room for growth. Promotions are based on "perception" rather than merit. Management seems to feel superior basd on the amount of time it takes to get promoted.,It's a stable company  with not many lay-offs. The people are very nice to work with  if they are at your "level.",Improve morale among employees and you will seen an instant increase in productivity. Limit promotions based on cliques and offer incentives to the hard-working  experienced people.,None,None,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P9.htm,
﻿VERISK ANALYTICS INC,"A sense of achievement and success emanates from every aspect of Verisk Analytics!",4.0,5.0,,3.5,4.0,4.5,Jersey City  NJ, Publication Support Analyst,Current Employee ,2010-12-08,,There is a tendency to maintain a departmental status quo. Innovations have often been resisted by employees who have worked within ISO for years. There is little recognition and sense of being part of Verisk Analytics. Most employees don't recognize that something wonderful has been created in their midst.,None,It is important for Verisk management to integrate the seminal ingredients of ISO with the newer companies it is acquiring. Upward mobility between ISO and other components of Verisk should occur sooner than later. This will translate to a more robust understanding of Verisk Analytics as a whole  and foster increased enthusiasm to succeed and progress outward into the greater Verisk community.,1,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"for beginners",4.0,5.0,5.0,4.0,4.0,5.0,invalid location, Anonymous Employee,Current Employee ,2017-06-08,,promotions are slow; yearly salary raise are relatively small,good work-life balance and supportive study program,None,None,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"C# .NET DEVELOPER  Software Engineer ",5.0,4.0,5.0,4.0,5.0,4.0,invalid location, Anonymous Employee,Former Employee ,2017-05-21,,I did not find any cons.,Working environment is very good and team member are friendly and co-operative,None,None,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"Not Bad",4.0,4.0,4.0,3.0,3.0,3.0,invalid location, Anonymous Employee,Current Employee ,2017-05-10,,Some dead wood needs to be purged,Work Atmosphere  Flex Time  Work From Home,None,1,0,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"good work-life balance",4.0,5.0,3.0,3.0,3.0,4.0,invalid location, Anonymous Employee,Current Employee ,2017-04-26,,Salary is not very good.,Nice policy on working from home. Access to diverse data science projects.,None,None,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"Analyst",4.0,5.0,5.0,3.0,3.0,4.0,invalid location, Anonymous Employee,Former Employee ,2017-03-29,,Due to industry  comparably low salaries to nyc,Great stability and smart managment,None,None,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"Company is undergoing rapid transformation",3.0,3.0,1.0,3.0,3.0,2.0,invalid location, Anonymous Employee,Former Employee ,2017-03-26,,Company is going through rapid transformation  so winds are constantly changing directionThere may be regular restructuring depending strategic needs,The benefits are mostly satisfactoryPeople seem to be friendlyLocation is great,Please ensure there are a high level of transparency so employees would not feel they are in the dark.,None,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"No leadership skills by manager",2.0,3.0,2.0,2.0,2.0,2.0,invalid location, Anonymous Employee,Former Employee ,2017-03-22,Less than a year,No communication or leadership from management  Underpaid in comparison to other companies  Lack of field training after classroom.,The trainers at Verisk are second to none. They have the ability to cram what should take 3 months and condense and teach it over a months time. Even with the time constraints they are able to instill in the students everything they need in terms of knowledge to have a basic understanding of the concepts to be used in field.,Reevaluate managers and make sure that you have leaders in place  not just a body who lacks the characteristics to lead a team. Do not waste money on training if managers are not going to make sure that what is learned is understood and able to be applied in the field.,None,None,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"Excellent experience!",5.0,5.0,5.0,5.0,5.0,5.0,invalid location, Anonymous Employee,Former Employee ,2017-02-28,,none I can think of,Everything  great company. No complaints.,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"Associate",1.0,,,,,,invalid location, Anonymous Employee,Current Employee ,2017-04-03,More than a year,There's a lot backstabbing and finger pointing going on. Some managers only worry about themselves. They won't support you in times of trouble  especially if it would possibly affect them. No empathy or human touch from certain managers.,Some colleagues are nice and empathetic.,None,None,None,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P10.htm,
﻿VERISK ANALYTICS INC,"Disappointed",2.0,3.0,2.0,1.0,1.0,2.0,invalid location, Field Representative,Current Employee ,2017-03-09,More than a year,Micromanagement no career opportunity low pay minimal annual increase,Good 401k great staff good training,Lack of leadership,None,0,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"Good company",5.0,5.0,5.0,2.0,2.0,5.0,invalid location, Anonymous Employee,Current Employee ,2017-02-09,More than 3 years,Not much room for career development.,relaxed working environment. Easygoing management.,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"Pretty Ok",3.0,4.0,5.0,3.0,3.0,3.0,invalid location, Anonymous Employee,Former Employee ,2017-02-02,,Greatest achievers are not incentivized to stay.,Largest insurance data provider,Increase pay.,None,0,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"Not too bad",2.0,5.0,3.0,1.0,4.0,3.0,invalid location, Anonymous Employee,Former Employee ,2016-12-05,More than 10 years,Low salary and and annual increasesPoor support for field staffLimited chance for advancementManagement only cares about production and not staff needs.,Good benefits  although somewhat expensiveGood hoursGenerous PTO programNice 401KWorking from home and travel for field personnel,More support for field staff is essential.,None,0,4,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"It's okay.",3.0,5.0,3.0,3.0,4.0,2.0,invalid location, Anonymous Employee,Current Employee ,2016-11-11,,A lot of nepotism  and I mean A LOT.,It pays well. That's about it.,None,None,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"Great Work Environment",4.0,4.0,4.0,4.0,2.0,4.0,invalid location, Anonymous Employee,Former Employee ,2016-10-11,,Salary Compensation is a less than market standards,Best Work Environment;Nice Corporate Culture,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"Very good work environment",5.0,5.0,5.0,5.0,5.0,5.0,invalid location, Anonymous Employee,Current Employee ,2016-10-05,,None   like everything about this place.,Great place to work  nice work life balance new technologies ,None,1,None,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"Has been very good to me",4.0,4.0,4.0,4.0,4.0,3.0,invalid location, Anonymous Employee,Current Employee ,2016-08-16,More than 10 years,Not many but salaries could be higher,Flexibility  growth  great place to start insurance career,None,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"Good place to work based on whom you work for",3.0,4.0,4.0,3.0,3.0,2.0,invalid location, Anonymous Employee,Current Employee ,2016-07-13,,Management is changing alwaysNo single vision in IT,Good place to learnabove average salaries - in IT,None,1,1,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"Too Much Politics",2.0,,,,,,invalid location, Anonymous Employee,Former Employee ,2016-06-10,,Senior Management is useless and dumb idiots,Salary and work from home,Top Executives need to start talking to people who are right at the bottom to get the truth about how much resources and money is being wasted,None,None,3,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P11.htm,
﻿VERISK ANALYTICS INC,"Expect to work unpaid overtime",2.0,2.0,2.0,2.0,2.0,1.0,invalid location, Field Representative Commercial Property Inspector,Current Employee ,2016-05-20,More than a year,None,Work from home  seing something different each day.,Value your field staff. Become very aware of just how rampant and blatant the practice and expectation of working unpaid overtime has become for field staff before someone finally snaps and files a law suit.,None,0,6,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P12.htm,
﻿VERISK ANALYTICS INC,"Financial Accountant",2.0,2.0,1.0,2.0,1.0,1.0,invalid location, Anonymous Employee,Former Employee ,2016-04-28,,Bad support and overloaded work,The environment was quite good. Opportunities to learn.,None,None,0,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P12.htm,
﻿VERISK ANALYTICS INC,"Verisk Analytics",3.0,2.0,3.0,3.0,3.0,3.0,invalid location, Anonymous Employee,Current Employee ,2016-02-27,More than 5 years,Stressful environment in part due to rapid acquisition of companies - not enough staff to support this growth in Jersey City location. Many people/departments have crushing workloads.Many unskilled managersPoor interdepartmental communication,Many excellent colleaguesConvenient location near Newport PATH- easy access to NYCBeautiful Hudson River waterfront walkway nearby,None,None,None,12,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P12.htm,
﻿VERISK ANALYTICS INC,"IT director",4.0,,,,,,invalid location, Anonymous Employee,Former Employee ,2016-01-21,,IT is treated like a necessary evil rather than a partner,Solid business model  the core business is difficult to unseat from its leader position. Growth through acquisition is managed very effectively.,None,None,None,1,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P12.htm,
﻿VERISK ANALYTICS INC,"Actuarial Associate",4.0,5.0,4.0,3.0,2.0,3.0,invalid location, Anonymous Employee,Current Employee ,2016-01-08,,Compensation is average to below average. The company is trying to change culture to be more innovative and forward thinking but many employees are unwilling to change.,Abundance of industry experience and expertise. Coworkers are eager and able to help and collaborate. Flexible hours and management. Good work life balance,Don't lose sight of the things that made the company successful in an effort to overhaul culture. Core products may suffer if we focus too much on expanding.,1,1,6,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P12.htm,
﻿VERISK ANALYTICS INC,"Great Company",3.0,4.0,,3.0,2.0,,invalid location, Anonymous Employee,Current Employee ,2016-02-03,,If you end up on the non-technology side of the business might end up on the old school methods.,Great Company to work  on the edge Technology is used in most of the company.,None,None,None,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P12.htm,
﻿VERISK ANALYTICS INC,"Great company and culture",5.0,4.0,4.0,4.0,2.0,4.0,invalid location, Anonymous Employee,Current Employee ,2016-01-20,Less than a year,Salary is very low for a similar level sales position elsewhere you would make 30-40% higher salary. Because your 401K  life insurance  and disability is based on your salary NOT your total compensation it has more impact than you might expect. Overall compensation is slightly below average.,The corporate HQ in Jersey City is filled with folks who are go out of their way to help a new person quickly ramp up. Supportive team members  very senior level sales people  and from what I have seen they try to find the right role for talented and dedicated personnel even if their job is eliminated.,Raise salaries to the average and keep focused on innovation.,1,1,0,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P12.htm,
﻿VERISK ANALYTICS INC,"Good work/life balance but low ceiling for personal growth",2.0,5.0,2.0,2.0,2.0,3.0,invalid location, Anonymous Employee,Current Employee ,2016-01-23,,Compensation isn't that great and even if it is a good place to start a career there isn't much room to move up in the company. It can be very limiting in certain roles.,Great work/life balance and a really good place to start a career. Work environment is great and not hostile at all. Benefits are ok.,None,None,1,2,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P12.htm,
﻿VERISK ANALYTICS INC,"More hours without more pay",1.0,2.0,2.0,2.0,1.0,3.0,invalid location, Anonymous Employee,Current Employee ,2016-02-03,,None,The employee resources are pretty good and the JC office is in a nice area. Actions are currently being taken to revamp the work space to look more modern instead of the typical 1980s tall cubicle closed space  no light office layout.,Pay your employees what they deserve. Higher pay will attract smarter individuals who will in turn lead this company to do great things. You are not doing any favors by cutting corners on pay - you are not getting the cream of the crop by doing so. People don't want to work with incompetent people just because those are the only people attracted to new job postings.,None,0,8,http://glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233_P12.htm,
